id, marker,start,end,title,desc,pic,pos,color,size,opacity,edge,mapMarker,mapColor,mapSize,where,show,click,citation,tags
eh,segment,1868,1902,Guerras independentistas,,https://upload.wikimedia.org/wikipedia/commons/e/e3/Independencia_de_Cuba%2C_revista_la_flaca%2C_1873..jpg,,#00ff00,,,,,,,-78.8568,21.515,216.069,where:-79.4807,21.2994,1126,,
bio,dot,1814,,Nacimiento,Gertrudis Gómez de Avellaneda nace el 23 de marzo de 1814 en Santa María de Puerto Príncipe (actual Camagüey), Cuba.,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c8/FEDERICO_DE_MADRAZO_-Gertrudis_G%C3%B3mez_de_Avellaneda_%28Museo_L%C3%A1zaro_Galdiano%2C_1857%29.jpg/330px-FEDERICO_DE_MADRAZO_-Gertrudis_G%C3%B3mez_de_Avellaneda_%28Museo_L%C3%A1zaro_Galdiano%2C_1857%29.jpg,1,#ff9900,,,,,,,-77.9163,21.3763,,where:-77.9086,21.3757,35,,
bio,dot,1873,,Muerte,Gertrudis Gómez de Avellaneda muere el 1 de febrero de 1873 en Madrid, España, a la edad de 58 años.,,2,#ff9900,,,,,,,-3.7086,40.4166,404.229,where:-3.6599,40.3871,141,,
